Renewables: Renewable power generation (excl hydro)*,,,,,,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,,Share
Terawatt-hours,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2025,2015-25,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.002,0.005,0.006,0.020999999999999998,0.07200000000000001,0.087,0.08900000000000001,0.089,0.095,0.10300000000000001,0.096,0.115,0.1912,0.3962,0.6212,0.7702,0.9162,0.9533820000000001,1.08108,1.067026,1.084556,1.0464870000000002,1.010027,1.066694,1.168902,1.4336570000000002,1.6789745202490192,0.17432164767547742,0.06244236962860339,0.00026777634496044216
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.007,0.0072,0.0088,0.0387,0.1601,0.2001,0.25970000000000004,0.371,0.6321,0.7604,1.0045,1.1119,1.3301,1.6417000000000002,1.9354,1.7746,2.1237,2.2746,2.2380000000000004,2.5626,3.987,5.8245000000000005,7.302860477346739,0.25725269366829373,0.18566191775575325,0.0011647188583242718
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0.013000000000000001,0.015,0.016,0.015,0.018000000000000002,0.018000000000000002,0.017,0.019,0.018000000000000002,0.017,0.022,0.023,0.019,0.012505,0.013976,0.01177,0.014712,0.01508,0.019493,0.015448,0.019919,0.028068,0.03685000000000001,0.047134999999999996,0.049658999999999995,0.051553,0.061717999999999995,0.091173,0.11611199999999999,0.134316,0.14785399999999999,0.150268,0.161973,0.160371,0.18277300000000002,0.209754,0.25097600000000003,0.289842,0.331533,0.34179200000000004,0.5147390000000001,0.590472,0.689797,0.884686,0.883032,0.9779850000000001,1.167313,1.267856,1.1352866816317246,-0.10210855483434356,0.13098768997285792,0.00018106464060248145
Netherlands,0,0,0,0,0,0,0,0,0,0,0.803,0.872,0.867,1.211,1.106,1.024,1.085,0.265,0.231,0.017,0.441,0.554,0.7040000000000001,0.851,0.923,0.7260000000000001,0.838,0.9,1.038,1.1770100000000001,1.335,1.7550000000000001,1.9400000000000002,2.233781,2.4386080000000003,2.849904,3.196094,3.8697920000000003,3.8962740000000005,5.225046,7.377918,7.963223,7.498994000000001,9.380115,10.738776999999999,11.110555999999999,12.284074,12.439186999999999,12.097048000000001,11.595278,13.594237000000001,14.681115,17.377779,18.809494,22.729008999999998,32.683420000000005,40.344791,48.044545,56.882318999999995,62.01388200000001,65.72168942170957,0.06269349247935696,0.170672423459014,0.010481823020971497
North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-05,0.001173,0.002836,0.009051,0.08501500000000001,0.163586,0.169216,0.185782,0.174176,0.180134436,0.198344915,0.208153276,0.259924005,0.593359,1.1144180000000001,2.3365089864612854,1.1023622921962324,0.3046142930828817,0.00037264522410324275
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.026000000000000002,0.021,0.027,0.029,0.213,0.209,0.227,0.25,0.279,0.299,0.312,0.252,0.281,0.29800000000000004,0.2923,0.28730000000000006,0.33030000000000004,0.5542,0.6172,0.8382000000000001,1.0311,1.2851,1.3174000000000001,1.2117,1.2361,1.6305,1.8829,2.2868,2.4817,2.7814,2.3728000000000002,3.1529610000000003,4.142044,5.883025,10.284491513432416,12.093312999999998,15.220842000000001,14.571882000000002,15.700082,15.230442416158494,-0.027255420980933698,0.1853453677969048,0.0024290733141825887
Poland,0.026000000000000002,0.038,0.044,0.047,0.084,0.059000000000000004,0.101,0.185,0.223,0.23500000000000001,0.211,0.183,0.265,0.262,0.24,0.248,0.269,0.269,0.362,0.34500000000000003,0.397,0.368,0.193,0.094,0.10300000000000001,0.055,0.083,0.111,0.061,0.051000000000000004,0.068,0.133,0.171,0.224,0.197,0.226,0.458,0.488,0.579,0.9924000000000001,1.6458,2.2488,3.0774999999999997,4.454,6.3033,7.968499999999999,10.806000000000001,14.8424,14.627600000000001,17.662,20.654000000000003,20.669,21.562,19.647,23.500416,26.108225,28.229269000000002,35.720392000000004,43.443854,50.559630999999996,56.258237814981214,0.11575913149719042,0.1053967800835276,0.008972515731672135
Portugal,0.20700000000000002,0.2,0.192,0.228,0.28,0.186,0.14300000000000002,0.113,0.2,0.18,0.23600000000000002,0.23,0.234,0.232,0.258,0.32,0.311,0.353,0.405,0.373,0.548,0.606,0.614,0.653,0.663010101010101,0.693959595959596,0.813959595959596,0.8908383838383839,0.9155555555555556,0.9840000000000001,1.046,1.0299999999999998,1.126,1.1694,1.3622,1.5454,1.7076,1.9328000000000003,1.9826000000000001,2.4499,3.4988,4.719,6.144,7.8420000000000005,10.008000000000001,12.208,12.577000000000002,13.75,15.741324431,15.993080998,15.711360169999999,16.538,16.677,17.008000000000003,18.587,18.02288934317,19.638327078,21.071,22.313,25.461,26.139,0.02944164402930527,0.05222234058612307,0.004168857714340341
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020627325890483785,0,0.002,0.001,0,0,0,0.011,0.011,0,0,0,0.003,0.003,0.004,0.006,0.005,0.038000000000000006,0.029,0.020010101010101013,0.419020202020202,1.586,2.8600000000000003,5.192,6.5239,9.568999999999999,8.940999999999999,9.788168,8.53013,9.055144,9.224537,8.931799000000002,9.632427,10.21958,10.249175000000001,11.154056664893616,0.09126985579322122,0.015445523034835373,0.001778938565883586
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.152,0.101,0.026000000000000002,0.038,0.40431400000000006,0.48200000000000004,0.524,0.543,0.684942,1.221,1.371,1.5050000000000001,2.02,2.174,2.27,2.2079999999999997,2.2159999999999997,2.288,2.3400000000000003,2.52,2.144,2.023,2.282,2.2174524939555296,-0.02562326631562828,0.0019809818599627604,0.00035365713820764905
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.07,0.07200000000000001,0.10200000000000001,0.122,0.121,0.11,0.099,0.10400000000000001,0.292,0.197,0.234,0.318,0.43000000000000005,0.48,0.52,0.547,0.5560164383561644,0.5834720000000001,0.533699,0.5654009999999999,0.651824,0.739206,0.923629,1.2901850000000001,1.535811,1.8805861184501729,0.2278453593480272,0.13143755526010792,0.00029993098233988913
Spain,0,0,0,0,0,0.047,0.052000000000000005,0.061,0.056,0.051000000000000004,0.113,0.187,0.309,0.316,0.251,0.362,0.424,0.487,0.56,0.55,0.611,0.538,0.5630000000000001,0.673,0.5970606060606062,0.562,0.5640000000000001,0.686,0.704,0.8240000000000001,1.296,1.459,2.218,2.898,4.485,6.238,8.414,11.958,15.3,19.086000000000002,23.87,26.19,30.974,38.778999999999996,47.36264693900095,54.563429903877925,55.62753628360237,66.4149189136135,74.168439870229,71.10008358223308,68.94759702661904,68.22038104206712,69.52567117000001,69.815546925,73.83442181999999,83.248055045,96.05000428,105.25851623,118.71350000000001,126.49357760000001,130.74699175226766,0.036457385237045115,0.06608358673113979,0.02085258063404239
Sweden,0,0,0,0,0,0.13,0.16,0.226,0.399,0.357,0.31,0.354,0.36,0.276,0.34700000000000003,0.721,0.921,1.002,1.45,1.853,1.808,1.986,1.965,2.046,2.194,1.949,1.873,2.0410000000000004,2.224,2.305,2.46,2.263,2.977,3.089,3.056,4.556,4.261,4.784999999999999,5.191,8.053,8.431151,9.34943,11.270537000000001,12.341753999999998,13.957821,15.686761,17.659708,19.378177,21.327224,21.977097,27.184738000000003,27.10949,29.914725,28.920724999999997,33.545584,39.738217000000006,41.697344,48.154967,48.87261,54.744353000000004,53.18296710817488,-0.025859820329315886,0.06941123193884913,0.008482046853377079
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.28700000000000003,0.17300000000000001,0.436,0.39,0.396,0.369,0.365,0.458,0.511,0.513,0.529,0.439,0.438,0.488,0.495,0.555,0.5800000000000001,0.622,0.667,0.7000000000000001,0.762,0.847,0.893,0.929,0.9530000000000001,0.994,1.045,1.174,1.224,1.285,1.306,1.403,1.623,1.9140000000000001,2.197,2.614,2.8299999999999996,3.167,3.654,3.878,4.186,4.8629999999999995,5.194999999999999,6.314,7.188,8.301,10.5202298143639,0.2708170535839671,0.14031248453751832,0.001677850767751031
Türkiye,0.1,0.122,0.17300000000000001,0.179,0.178,0.166,0.162,0.17500000000000002,0.197,0.20700000000000002,0.22,0.161,0.218,0.137,0.145,0.136,0.11,0,0,0.0221,0.006,0.0436,0.0579,0.0684,0.0626,0.08009999999999999,0.1197,0.1167,0.134,0.13,0.3083,0.2591,0.37679999999999997,0.3315,0.23440000000000003,0.2749,0.336,0.2826,0.229,0.22690000000000002,0.1874,0.27835,0.606042,1.151195,2.182759,3.919974,5.763902538461538,7.356279787144363,9.806392615384615,11.984014,16.512133,23.01343,29.044600000000003,37.829515,43.45499528461444,50.266013085300315,62.640654486898924,71.04002907028902,76.15716414997871,88.16516834107821,104.36004707378058,0.18693092725840144,0.20246683999818904,0.016644178710449955
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.006,0.016,0.022,0.031,0.033,0.038,0.035,0.326,0.309,0.18200000000000002,0.238,0.25360000000000005,0.7555000000000001,1.3096,1.6892,1.7059000000000002,1.5806,1.915,2.5964,5.3599,9.3889,11.23985,7.269400000000001,7.698158000000001,7.837287249000001,7.57775313076923,-0.030466300795556123,0.1608034450723188,0.001208560947112513
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101010101010101,0.00101010101010101,0.00101010101010101,0,0.00101010101010101,0.009000000000000001,0.6048,0.6969,0.9672000000000001,1.415,1.8625,2.0336,2.2926,2.7768000000000006,3.5312,4.2801,4.8288,5.492999999999999,6.342100000000001,7.464700000000001,9.3069,12.022299999999998,13.523899999999998,14.61231866541498,16.763525685723955,20.015919389022343,22.588890063133903,29.520425739953716,35.93888039130101,48.51230427767422,58.634553194359555,77.06656033053186,77.63288546484735,92.99667,104.68691,113.79314,126.7464,117.0589,130.1602,131.29399999999998,138.5334,147.4057,0.06695967350022958,0.06700100914360929,0.023509445257383146
Other Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.800000000000001e-05,0.000871,0.0013062727272727273,0.001699111111111111,0.0014807575757575758,0.015993358585858587,0.014711555555555556,0.016210015151515152,0.013784676767676767,0.013329282828282829,0.01322659090909091,0.012639585858585859,0.015887732323232324,0.035683848484848485,0.04080146464646465,0.04831689393939395,0.06134628282828283,0.05139260101010101,0.05723166666666667,0.059321063131313134,0.07451082828282828,0.10004459518140306,0.1469102154704945,0.20886264863051568,0.27101807351408824,0.3612590549066731,0.6508314378219032,0.9997096403460926,2.1825307375954277,2.4239503784891014,2.9291063719611903,3.286342670164806,3.7898732166416798,5.205073967640418,7.057035898439152,0.3595138680755898,0.3853592450769294,0.0011255127795854769
Total Europe,3.009,4.101,4.489,4.997,5.422904000000001,7.1183569613,7.231883625999999,7.122608039999999,7.663391239,8.0420602,8.520942081000001,8.485597232,8.880291321,9.375139077999998,9.768957992,10.751449280000001,10.764023150999998,9.854621004,10.166752154999998,10.5497879090101,11.587149839010104,12.677419657010104,12.616101294000002,13.560809905010101,14.19676680209091,19.755768046467836,20.594438987838377,22.27420407975747,25.171755092121217,27.084662912201985,30.460642656697363,31.612700494320922,39.050645594162745,46.83424547816692,51.79301499581265,63.62039143249643,72.13992832475456,87.86766344631734,103.64881633046697,129.79404888439907,152.39456649305043,176.1874031029241,210.7689462915285,240.6947356734755,272.1793085786542,315.1061213071246,381.98100843847874,451.8866263438684,509.591922638438,549.8789344091023,627.9298024350279,640.4016283819485,718.2310054482941,759.5355328610224,838.5948390006348,924.1707925097703,951.4912390530321,1046.3767013467377,1141.2202991414852,1230.140513593708,1316.394850560932,0.07304929575818919,0.07683089658768916,0.20994922636209656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0.0005,0,0,0.0686,0.0922,0.1001,0.14535,0.14445000000000002,0.20306000000000002,0.24755,0.24339999999999998,0.2432,0.24685,0.24760000000000001,0.71685,0.8806499999999999,0.23186543869153575,0.2429021125792894,0.00014045313692696054
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101010101010101,0.001,0.003,0.015,0.034,0.061,0.085,0.099,0.101,0.09040000000000001,0.09,0.14200000000000002,0.193,0.29200000000000004,0.326,0.45499999999999996,0.623,0.8857,0.9042111984282908,0.8325406679764245,0.925121190354442,0.9617559906655889,0.04244822044961838,0.2108146182315449,0.00015338857190402377
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147,0.0026860000000000005,0.0053361,0.0145042,0.17836929999999998,0.3652459,0.4345534,0.5290071,1.1033214,2.2726580000000003,3.3782985000000005,4.0872475999999995,5.6569216,6.3396066,7.165426534568222,0.13336020568569373,0.4467456791330906,0.0011427997890192322
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.065,0.063,0.06,0.061,0.059,0.057,0.057,0.057999999999999996,0.057999999999999996,0.081,0.11720000000000001,0.17950000000000002,0.3744,0.45680000000000004,0.45810000000000006,0.5109,0.4911,0.4941,0.5012,0.5411,0.5638,0.512311506849315,0.4968,0.810506,0.964837,1.0626695,1.202528,1.366276,1.838409,3.8149390000000003,5.7169490000000005,7.441489000000001,8.231261,8.318018712328767,7.629111149425287,-0.08030829355209201,0.22970800244606604,0.0012167519365255564
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001595,0.00045675,0.0009814315068493152,0.00184875,0.0031174999999999996,0.00522,0.006979068493150684,0.006959999999999999,0.00696,0.00696,0.006979068493150686,0.00696,0.00696,0.00696,0.006979068493150686,0.00696,-1.1102230246251565e-16,0.029186008964760646,1.1100367149396983e-06
USSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046429999999999996,0.0062900000000000005,0.006827,0.022327,0.00684570410958904,0.050221,0.4358,0.6295999999999999,4.7547999999999995,10.5,1.214344898478942,-,0.0016746243544348898
Other CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0029,0.0019,0.004307375,0.004180625,0.003166,0.005323820547945206,0.01100775,0.026120750000000005,0.031148750000000003,0.029767705479452053,0.042243750000000004,0.07074375,0.14874375,0.15016496575342467,0.29274374999999997,0.7553437500000001,1.1602437500000002,1.5467649657534248,2.560719557991982,0.6600681324348081,0.5541471614198348,0.0004084041273039161
Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.065,0.063,0.06,0.061,0.059,0.057,0.057,0.057999999999999996,0.057999999999999996,0.081,0.11720000000000001,0.17950000000000002,0.3744,0.45781010101010106,0.45910000000000006,0.5165000000000001,0.509,0.53,0.568607375,0.6309401250000001,0.66656975,0.6223027589041096,0.6739925999999999,1.03644845,1.42167505,1.8076551739726026,2.12902515,2.50887385,3.82231115,7.117986738356164,10.57407225,13.87790154842829,16.765127017976425,22.608140536929785,29.70462323265108,0.31749029573666054,0.3551968098417946,0.004737531952829519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.0365,0.0337,0.0303,0.027600000000000003,0.0463,0.0709,0.12539999999999998,0.141,0.196,0.2282,0.1799,0.2347,0.3063,0.239,0.24730000000000002,0.15880000000000002,0.1828,0.428245,0.996256,1.243159,1.73221,1.7726267038835983,1.8886267038835984,1.8886267038835984,2.172569478785668,3.409133876144689,0.5734704930434535,0.35887452147449594,0.0005437160587162775
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463,0.0573,0.057305,0.057305,0.057305,0.376545,0.376545,0.37757663013698634,0.3765450000000001,0.376545,0.376545,0.37757663013698634,0.5757943265345392,0.5291514335193381,0.2595270136537229,9.183230498668333e-05
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.011,0.012,0.011,0.011,0.01,0.01,0.016,0.07500000000000001,0.139,0.272,0.451,0.5339,0.9438999999999993,1.2930999999999988,1.78752,1.798344,1.9933128,3.28285536,4.342686432000001,5.4970037184,6.38478146208,8.721840754495998,11.073211099773188,14.239668890231945,0.2894797681590757,0.27112066115082123,0.0022710567926353576
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182,0.003278,0.00509,0.048814,0.053214,0.05917,0.069542,0.06981699999999999,0.21200000000000002,0.17700000000000002,0.171521,0.16279300000000002,0.10181600000000002,-0.37285418939877335,0.3493040529769278,1.623843364487074e-05
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0.0037,0.004196,0.015560000000000001,0.015712,0.025255,0.159962,0.8025939999999999,1.961531597087099,2.2373152473104043,2.431144,5.067301530054646,1.0900384954347446,1.0590054794581154,0.0008081739574756848
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010635,0.010635,0.080231,0.10832000000000001,0.125841,0.13114,0.13730900000000001,0.14288900000000002,0.125939,0.14275200000000002,0.14236196721311478,0.4056956712328768,2.0343880000000003,2.1347561863013698,3.61127422020918,0.69629119494733,0.3988908537859943,0.0005759550247338246
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609,0.000609,0.004089000000000001,0.005392,0.025637,0.042475,0.045881,0.045881,0.045881,0.069854,0.16430615770927345,0.2124306283772812,0.9166000000000001,1,2.01,4.714,11.065999999999999,19.76744401000015,0.7912164640203749,0.8341369673462788,0.003152670777530889
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006354,0.018424,0.020696,0.024242,0.08691199999999999,0.31140900000000005,0.30058900000000005,0.316,0.7451,1.1981,3.6558,5.185365926999999,6.252780752,7.755801572,14.630193100000001,15.33525,19.178955801685397,0.25407155971200845,0.5152531219112606,0.003058813950298352
Other Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.008,0.008,0.009000000000000001,0.010100000000000001,0.0091,0.010100000000000001,0.014100000000000001,0.017,0.015300000000000001,0.0188385,0.020083,0.02253360273972603,0.03254,0.058152499999999996,0.32965,1.1309,1.6470250000000002,2.804374,3.9706061552260223,5.239646879452054,6.4406740000000005,7.864921209377601,8.934459600000002,9.755435519015437,10.446233165475714,0.07374529429769616,0.4128324574101878,0.0016660491877153432
Total Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.038000000000000006,0.042499999999999996,0.0517,0.049300000000000004,0.048600000000000004,0.06739999999999999,0.091,0.1455,0.1651,0.229609,0.325463,0.36025150000000006,0.563506,0.840347602739726,1.06274,1.7767404999999994,2.319955999999999,3.7045559999999993,4.951955999999999,7.750664957709274,12.962132143603304,18.166616868589042,22.496586141496714,28.824903215661177,43.70888940569,54.508735914012654,76.39762182033627,0.4054064745532875,0.4182735680297822,0.012184506487737284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.01811875,0.02672301369863014,0.028600000000000004,0.061,0.077,0.26405205479452054,0.523,0.613,0.625,0.6927000000000001,0.6745,0.665,0.694,0.661,0.6591939890710382,-2.220446049250313e-16,0.23951632596461248,0.00010513355318051878
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.08070000000000001,0.1799,0.2135,0.28700000000000003,0.5050505050505051,0.5111111111111112,0.6060606060606061,0.6636363636363636,0.9313131313131312,1.0393939393939395,1.4343434343434343,1.7393939393939395,1.8404040404040405,1.6020202020202021,1.1676767676767676,1.9365454545454548,2.6303030303030304,2.712121212121212,3.5404040404040407,6.468686868686868,9.684848484848484,10.457575757575757,10.9,10.921212121212124,12.42727272727273,19.259908012292165,0.5540557697084556,0.2582375775215775,0.0030717248591962025
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.2058,0.19400101010101012,0.2029010101010101,0.19900101010101012,0.2064010101010101,0.1833010101010101,0.2790010101010101,0.2983010101010101,0.3912010101010101,0.65890101010101,0.6923010101010101,0.7281012828282828,1.2150010101010102,1.9239010101010101,2.5251,3.4015999999999997,3.4502000000000006,4.790898000000002,6.280652000000003,6.111724533000001,6.926876279,6.803625838999999,8.656349012,10.98,11.100384728000002,0.01373376511415536,0.1595939609743906,0.001770378534200563
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.146,0.231,0.197,0.4868,0.4339,0.47270000000000006,0.4283,0.4094,0.45430000000000004,0.43610000000000004,0.4626,0.4988,0.5024000000000001,0.4579000000000001,0.5293,0.5456000000000001,0.7577,2.505172,6.136528,7.814492,11.647364,10.887902288000012,11.586944986999988,12.478703997999977,15.208327461999996,19.449961508000012,25.741008,28.76532,30.138660999999995,0.05061347045583364,0.17251963284556426,0.004806755782919713
Eastern Africa,0,0,0,0,0,0,0.126,0.127,0.132,0.136,0.133,0.146,0.149,0.155,0.161,0.167,0.177,0.195,0.189,0.192,0.227,0.617,0.6149999999999999,0.583,0.5740000000000001,0.706,0.709,0.7030000000000001,0.7020000000000001,0.59,0.733,0.8970930879110345,0.9150930879110344,1.150501965295753,1.139186175822069,1.486768,1.5887977894686773,1.495203210529177,1.8998895263186506,2.195276431181298,2.1936341132929527,2.346819786272447,2.2603880735503,2.3870655891820003,2.80153736184544,3.1332625483138963,3.2444319592217514,3.7176159923099834,4.200909777190858,5.539710474783094,7.5381141757692705,7.810100007265381,7.816773073776563,8.661917178572406,10.351333444759627,9.927059558037882,10.706518608275342,11.86067354026446,13.205737613158696,14.456548731456095,15.787547072559459,0.09506085582768242,0.07672598641304096,0.0025179248404281255
Middle Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.008,0.008,0.008,0.009000000000000001,0.009000000000000001,0.007,0.007,0.007,0.007,0.007143,0.007143,0.007143,0.0071,0.0071,0.0071,0.6501,0.08429999999999999,0.08529999999999999,0.07973000000000001,0.06840800000000001,0.073786,0.07744600000000001,0.084079,0.128505,0.100343,0.134984,0.15058400000000002,0.15874100000000002,0.16989400000000004,0.17681500000000003,0.201661,0.26519536483399997,0.4968442094139193,0.5468501198086337,0.7297883302952344,0.33818705321728526,0.21946961408529653,0.00011639250585664504
Western Africa,0,0,0,0,0,0,0.038,0.038,0.038,0.039,0.039,0.039,0.04,0.04,0.04,0.04,0.041,0.041,0.041,0.042,0.042,0.042,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.092,0.1,0.105,0.111,0.1184,0.1203,0.1341,0.13520000000000001,0.1406,0.14579999999999999,0.1779410000026226,0.1873989999997616,0.19692270279193264,0.18647128633241572,0.27737640436109995,0.2906568610242751,0.30074882089751803,0.29786135930855256,0.2927054736704924,0.26347363130246765,0.233569,0.255014,0.303388,0.35408500000000004,0.38149637000000003,0.5513249020000001,0.901547061,0.7645619740000001,1.079855788,1.3363629380000002,1.6058936076943375,2.142019990127168,2.3175548467103826,2.6156182866287043,3.4354599565172657,3.733065163822014,0.08960453243300504,0.21078155470276227,0.0005953792228598873
Other Northern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.024,0.03,0.033318,0.045113,0.043908,0.040702999999999996,0.046498000000000005,0.043293,0.102088,0.145883,0.117678,0.208791,0.379791,0.548791,0.520791,0.5907910000000001,0.589754,0.6345890000000001,0.752674,0.8081578740401578,0.6513459999999999,0.652891,0.838591,0.9558123452054794,1.0785471688943749,0.13150044364855984,0.07551771294506349,0.0001720153672797448
