Total energy supply per capita*,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,
Gigajoule per capita,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2025,2015-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,140.6423260167131,152.20893465713004,152.29180200465535,165.1519569254014,170.09569765491142,181.42601540923377,174.94144700235685,179.63244918744692,187.14790351502856,171.0834739635985,184.0799883265842,200.72951151172813,198.2694097166008,233.7539741048183,245.4963503433421,229.9428292841629,227.69861551536195,218.15656150648505,209.48764384771312,221.65533897116967,243.02067442387838,262.72631936684996,246.03283537563127,239.91022710827067,230.04193352691033,216.729782831073,219.569475784056,205.06483612607957,204.2253215138961,220.73256128320682,217.96262050354352,224.04666822698357,219.5042850390163,227.66446459495538,221.96845702209342,200.7422146133255,222.4961797252213,218.1905945900309,213.99513816779265,232.28499345926178,225.53116490370692,216.0366119734496,215.0770701455518,210.11424449827402,185.40702414022078,199.84763356853696,193.48818215273434,199.1333601696852,192.18953859362495,187.1565290524314,179.43999766141627,183.15134679810782,185.4721665233716,182.0413540953263,184.21688762963777,160.73192701618095,171.09756693007975,165.1564941579507,157.4327943894098,159.08441072135486,155.25625985815336,-0.021389847262356376,-0.014372104562903942
Switzerland,83.17652494185867,86.53351184073166,90.74129732416316,96.25013144282877,101.13923625573689,112.01180809359101,114.8874152139839,117.51225076998047,129.4694841705608,120.51561192626734,121.51312247269978,122.28223412401904,129.34222596039547,130.559989603837,132.18353230865253,139.27954924045474,136.58023853007626,131.3435710891351,138.57680655475616,138.5922806716311,147.60078191607198,154.80711188198694,150.8710402179997,149.95170984949905,143.06224726222777,148.95319260808304,149.4203494248277,149.99934012972298,145.19831591602806,149.83371644314553,143.08333756960235,142.90781098176066,149.00788287025608,150.1845498293151,151.05085310119105,148.90413602146782,156.67582106850867,148.75985117875723,146.70830866801865,146.52338094301936,139.95338170170876,144.88766223079807,142.64660452887586,144.24505641024507,139.69607554801775,140.1851715390728,130.82911503016135,133.27464429341507,134.53051272185408,127.24796429729977,121.49953222022131,114.0423473753736,113.62569225642602,115.31901376877174,118.75239141708632,106.06979129980112,97.00917898823046,104.11130982254257,106.22887599424249,107.84065726988823,97.90813748980908,-0.08961627786928206,-0.02135671996411681
Türkiye,9.700053024555379,10.885482926315897,10.980070018143762,12.3895671031422,13.203478014078726,13.82686016160636,15.088436102479188,16.405243282600193,18.35042938112413,18.181250072262248,19.475973473981007,21.20301593996703,22.83155565460914,23.650858959599127,21.60328186408934,21.902415056716112,21.48769045009422,22.895135879019396,23.593697888081117,24.07939251466326,25.750719310025826,27.65685124497052,30.218648837221185,31.467363676386853,31.624877623207922,33.19944964287466,33.42455679820781,34.22345252309744,35.95984329282603,34.49273141112077,37.82219589578781,40.44473803410047,41.97839005286198,42.284396381606,41.3312014788925,44.21508307827392,40.12928417509093,42.695673498952246,44.729359463216085,46.58887391494468,47.92589123410827,52.618846297833294,56.41429761315462,56.14586555418171,56.075145450334254,56.97751530132158,60.232730584524916,63.029097201649975,61.56217779610569,64.01420643844368,66.609925651621,68.96746323040169,73.71976315385062,72.43749867919719,72.51809390471394,71.54373890529638,77.53176373312722,76.93235098820352,76.37080161470865,80.0869750946811,83.4824305523692,0.045252982038817224,0.022835077790513747
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.11131729618327,195.0395042807018,198.70342244804232,198.07049923141759,188.95647120786018,220.53422169092659,206.0550561070806,174.02523619268345,152.05793062251215,130.33789751603553,128.47913722539172,121.05302876610006,117.59123933281492,113.49937952277139,112.83677155025181,114.65364513019803,114.04335393557571,114.82585038431462,118.80389560441174,119.05802790191882,121.60991200016186,123.93554791276229,124.57321893976416,120.80269409873982,103.32139078969995,111.29111707878488,115.82109510026261,113.71113369554539,107.56112038237848,96.26080811259826,81.04244294481465,84.43931705142217,78.82943615132706,81.6168047832598,78.370842163278,76.43705217834979,79.33125875565928,57.54321596696417,59.90812044336077,60.072222474470856,61.1330025708432,0.02044651794214225,-0.027798425041961172
United Kingdom,152.8497839958987,152.7776072938261,151.98999456816162,156.85526603062291,162.0006995592037,164.5728512153718,161.03181444507015,162.87305763956007,170.56701232003888,161.9313850771632,152.65987719780608,155.83597960342502,158.94289325332076,159.80396945095123,167.1371192614196,152.0935578032234,147.77416589231825,145.94647914291468,146.50802655129485,146.18553388501206,152.12684720441283,155.81361405886247,155.20909871268395,156.90294249778267,156.77613159312605,157.3797704590159,160.29363621060935,158.81775284688328,160.50735441230728,158.06755272789468,158.25218074746948,165.69899058468152,162.32420584436173,163.04907715637455,161.62066915393936,162.43200592589855,163.75655720829,159.53480841263328,161.34815229609092,161.41640067516946,161.5742276068279,158.21708332252416,152.32374255950788,148.1496284331958,138.9604211360087,140.84360048464478,131.0615079226365,132.58165934428493,131.76139153277296,122.4863825752548,122.13897092171261,119.44963229572342,117.62948288551222,115.94278111818849,111.55396300999983,98.75823580004469,99.70769758021967,98.47749485866123,93.35834988123706,92.19934516772445,90.46357859912357,-0.01613808802084893,-0.029575057056707377
Other Europe,27.151610695565314,28.092529759907304,27.953627088594956,30.416300844192747,31.519219308797506,34.80757167281548,40.701906878876834,41.48875023353036,43.705192735670735,47.25717498360647,47.501806044466605,50.04847694386834,52.503815643226886,56.89261201205427,61.238417632448204,58.27864983755432,58.180392809836476,60.85279109883814,66.0818933148664,67.74707975961412,72.404152101924,74.8290875682727,75.06552467974241,77.11944474884001,74.98610143051,73.05269076290395,62.33625620013884,55.20800164173218,48.31059520784637,40.007060958940286,41.398968361777065,44.00023439052596,49.03768995548069,50.03477849583973,45.50921121598692,50.30977024311228,53.51212788443756,56.569563369621804,60.53982144526728,65.531763108564,64.74018435303742,67.67720357781494,67.11316294918238,68.96663544581502,69.39267159935883,71.98047121640401,74.73577941215551,69.7740498077305,73.29354136030807,67.46837876429944,73.11908549268634,77.6417616683925,79.56976759971481,81.28943101324901,81.45522563450378,79.75824432290142,83.75735586770118,85.85209699735701,86.18038399211952,86.59050932567298,85.51496312925767,-0.00971536757029734,0.015783458239104542
Total Europe,89.73079314372845,91.40837977843671,93.41452903021035,98.9211461668224,105.58645739362747,111.66284802437636,113.83753207570241,118.2757024447,124.31228539249904,121.31711651064943,119.32997164048854,126.03756712193388,126.64008968363376,130.88116674513083,134.9040804738134,130.91470857543848,126.66634562072518,123.70666041679542,124.21374819906562,127.14127803944895,136.25752276736142,138.19271214557915,140.0714651452643,140.6186098160806,140.20865479408985,140.49130715048094,138.37104437582335,133.07896231118684,130.2821454180125,127.20069205997189,129.54934449336034,132.98088210722668,131.94736041799723,132.3902846572446,131.34791471079302,132.5586770514139,133.9473403142891,133.83991438671202,136.3157842587231,137.554841932629,137.6100413429475,138.6464772414572,136.85758697895798,135.31972009464644,126.2478944185584,130.27916774695439,127.03280457081976,125.45776924768747,123.41188406476853,118.40931439099204,118.3929701124326,119.26505615388639,120.91917715149512,119.9057506067712,117.51218732470242,107.94328326867915,113.78811102831878,108.38215713618366,104.30740624382456,105.48064348296731,105.90947001542878,0.006816316627104024,-0.011080620023819154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.02904230102246,131.25695594219468,125.60308118350517,123.96071059275815,124.90500681241625,128.10035852848827,121.52481743841697,102.55607761683777,86.94392311440136,79.14689366244099,73.50042537972006,59.180080232199565,55.706028205515885,55.094482562551406,54.843997980380664,56.832261167494714,54.405669092665036,52.63395112305423,56.285832798644854,63.05986752901163,67.51307783979246,65.89098500191702,59.84182050294553,59.226867265654725,50.152286175176336,48.1421992363054,54.852218816548984,56.409708460225794,57.43269091804752,57.93596056919203,62.3904820399818,60.846755134841956,59.20497979221925,62.048700547016495,65.18507653246216,64.68299771435521,68.67393954956472,72.54805410134739,74.79681683420031,70.47716341115812,68.55953104428096,-0.024544092746149326,0.009473562969644744
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.70605117491988,167.61584620709908,169.15446681909347,170.73396942516362,164.29498793565656,164.66888554188762,164.1704680741628,142.6672826511808,118.75453055410199,99.29453084832282,88.49268911641396,91.06475631499252,92.48984797704202,90.81477450707332,88.70866307658972,91.86044088790091,89.7832819029349,93.49454766897003,93.45899856073363,105.38063558403591,105.76649806291238,113.17219571446094,110.92296072030284,112.78107504157434,106.9409307864271,116.11105931217075,114.23488274656913,123.67080198820912,111.80596958668718,111.9687935851361,101.19197780805511,103.2271792690575,104.95402230641913,116.30493356161546,117.37497910012328,109.89309439506641,122.47153806185294,119.66973772923302,122.0081280808113,126.83891399717177,125.8209426033846,-0.0053079647351762516,0.02202303664454197
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.46896702213516,178.1754094043305,178.9091092781289,182.19175997579063,176.90654544275418,177.3363246896756,175.96238928551853,173.24908989237247,152.82164302284218,136.9833267602106,125.32410912088238,111.15606842325704,100.28541185928569,96.85763924112857,91.99467545530696,82.4478849440843,92.57558738920937,93.55687499225569,102.48631886955162,107.99047378456733,110.46707456331409,118.27078021095775,130.19653639740872,136.30071501282302,120.5802716257387,127.63851940160347,143.47500109576097,149.05503783475075,147.2803067600123,152.54981195467377,123.40617407504473,135.50841423097037,143.9047527376957,146.65156290854202,146.28314299936852,132.4059332404906,146.20923833062471,143.37942246018005,145.7569926499589,149.9789866002901,157.24569431852441,0.051323975539117495,0.024528838428614863
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.23706993035606,234.26449935676501,240.13404323233954,242.56083235326844,242.0411608410676,236.14879964463418,232.04569697768687,223.66725760776703,209.02764310471278,189.7937452456959,179.07584763776234,173.39259071000308,163.71922290819293,163.56979680267509,166.1627568340734,169.7609387733594,172.97800559159967,173.18924364968828,177.59162032813785,179.1521764029477,179.93897798048363,189.04994260276317,190.40798015704735,192.10549259717118,181.9305939388434,189.7065835459783,196.53694825151098,197.54696306861013,194.05602095021487,194.81467043942223,191.65652901925915,194.33021183066853,195.2112266319158,202.10943169655351,200.41892785809327,192.7897860899203,199.8309619743255,208.2156066710311,211.4141136800077,216.6834277732936,216.60349646643309,0.0023698301956487366,0.012311532395645752
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.62913913712904,191.51801258350352,184.73453056432575,180.41366688354472,180.15884629015937,150.20643895661738,131.27291605769764,133.3075771441021,107.53584773982166,112.55113886131043,90.66335111984316,130.1746894040296,98.56201654241791,119.01311187126562,110.14833499177458,93.64848000415478,117.60337454897001,97.20236596767141,130.66945417492997,129.70209622933655,127.95704244657388,126.7694268196536,120.76413353353497,97.64338461026124,154.46190844802766,163.42187762781606,177.27667914907354,188.72423366156772,163.82403757888125,165.92653822780437,192.08208193021832,183.3416946687289,179.26274960460026,193.16564741444554,187.0890804566886,214.67124501898198,217.98740492913242,227.14755211287132,210.18372821659662,184.65425007774573,202.12120238864085,0.09759162879912497,0.005107472753385522
USSR,105.87662967460489,111.15667200529695,115.78318479144718,118.51355956085101,122.59088714081933,127.47729897748549,132.69777400402626,138.42741429639003,144.39154663708123,150.92138198373056,157.24268904082138,161.65187237201394,167.08208389317258,172.16288403282465,175.40358471416226,177.718227162086,180.08136022761244,183.44657129912048,185.51890073112136,190.33032163297796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.72153718604834,87.73085188404006,88.11672496037768,86.16321464901682,87.53253137224948,89.12861663940579,85.92983901554796,80.09152198768176,81.06305220237536,78.85433676599972,77.72399876770427,78.52523090951478,76.65347540551902,75.71997398378235,84.01761202472296,84.28030392214127,83.35010005986271,84.15264039184497,77.48156780676375,75.72367942534984,74.19698241472368,68.3914053861202,71.26866780739938,66.48706042913629,65.6195943423169,64.0532658728687,66.55888141221082,62.81009713299558,62.333039937357306,57.31241410106821,54.27138156991478,56.43195051410147,58.06960695043749,60.28883219743525,60.661058650428984,56.81209838231083,61.08539042063077,57.91506006148704,58.25421065077409,56.831876000935054,57.41470287211206,0.013023103917576773,0.0056462174416436195
Other CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.91681846785866,70.2693213782745,71.79474189796056,76.45047488832039,72.50427101337229,71.74760992561448,57.38238589435935,46.578483488021774,34.216470955305304,26.155416782347274,22.809742311561724,24.927277109257982,23.8434911002978,23.843565003379936,21.40748327755473,20.23253789123844,20.10510137227283,20.03077422411931,20.32815061362545,22.386468333448466,23.62030188184115,24.052942192007805,26.357082878413593,26.259986406143977,25.245451006994493,24.998934341254586,26.29570416422459,27.326227171498797,25.687576115882965,26.869745452699366,27.01873844411364,26.905856694671428,27.199936280809887,29.65840925476115,27.836466304948544,27.752521124132016,28.228171886732323,28.310612568019817,27.21349366997256,29.301131544648854,27.948920758336307,-0.0435354654727057,0.003390529267469855
Total CIS,105.87662967460489,111.15667200529695,115.78318479144718,118.51355956085101,122.59088714081933,127.47729897748549,132.69777400402626,138.42741429639003,144.39154663708123,150.92138198373056,157.24268904082138,161.65187237201394,167.08208389317258,172.16288403282465,175.40358471416226,177.718227162086,180.08136022761244,183.44657129912048,185.51890073112136,190.33032163297796,195.81691218103472,198.00736652443163,201.61990222667725,203.2972589487752,201.7239570412267,197.2071763929719,192.03655436726712,182.9064521590372,168.46376929672462,152.64261532892004,143.16104079924045,138.8323027055581,130.70977050887805,130.46857738740337,132.08834246785,133.36248823299385,136.06007903236335,135.83170017636613,139.16923874030593,140.9609628811083,141.41059823551183,146.98013667855767,148.4616338097042,148.6349486645379,141.47030108777437,146.81201725487674,152.8209444058169,153.91934054540556,150.12130956996307,150.2245843949265,145.87403164503976,148.16718891269988,149.1735670868278,154.61935833138708,153.10023902787333,147.02463817391663,153.13450951374665,157.195782740556,158.3621795121622,160.40201214110772,160.71797410691696,0.00471493575701043,0.009737873820632181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,13.505376321928324,14.275201383846532,15.24437645140139,16.278221646152726,17.348321580493515,19.910083977116436,21.179326806645644,23.211401752218684,27.211304935545073,29.975006864692524,33.96667483884897,37.09425720725839,40.79387791071704,38.157943815732644,40.04596646181751,35.70261344584166,33.918071304749205,36.3831768257439,41.75314095790606,43.59060136708651,45.916183343667534,41.2493531254034,42.63168932048771,42.06061479536312,44.93584972221927,49.13693014387978,52.16671396128255,56.214482182053096,51.6010441827758,58.23901224139324,60.28338350527115,64.90139498642027,66.44014895724695,68.1196473081131,72.68909116320084,75.29133847370335,79.20772051912715,85.27064656526096,85.7435174579895,92.71623952792224,95.89072390790419,102.31497665023628,107.17154817914924,110.10349590441604,111.44172412031018,113.45254411136,116.42703171571245,115.75705949611113,118.6527484004389,122.07348558679334,119.4685775344974,124.44852961740467,126.92235470668037,129.90441959379098,134.10902654679208,138.87618317761962,136.41821277827052,140.10692080529927,142.17032695523008,144.16404296268902,143.66183187667082,-0.0007534266093677244,0.01861195905177304
Iraq,10.036336893940723,10.687565997670527,10.42124853219871,10.686170140779268,11.941076199725572,14.354720251801874,15.170310636106468,17.1926701173708,16.270866327115353,15.331644959086418,16.197076742909413,19.782303561756997,19.984139186741817,20.432386918210213,24.69622564468069,26.48377533735866,24.041437336083597,24.22575791064538,27.05390191724798,29.08129343701533,32.60594240344465,36.687896808844364,41.30496843937505,46.906121105561134,52.0016433833082,46.80956119216073,29.545598023187125,44.81956672462634,57.04313793826627,61.81340180156205,59.24954958850031,57.662017940188825,66.61496944549747,48.075052009918494,33.853942645540705,46.62967733578215,50.46471479135192,46.205287288864284,39.62099681673352,41.14472282858782,37.910264012313974,36.53554434164448,37.2552036812679,42.32018340713866,40.05111263073923,45.98076853884544,47.38313335543037,47.953350934687585,49.85395945881039,46.97267164966598,45.7326404035693,48.15644722541228,54.32714864428968,55.476364560677894,58.696200483912975,45.701188023061235,48.39234850419883,50.84862183178124,53.93881593895015,52.55802466676269,53.52239844127064,0.021138741221924606,0.015853143973524775
Israel,42.43604306091717,42.877058068755794,50.685226281389276,50.32391547841148,55.40637633867327,57.45623235477446,63.13535645317545,57.937376717063984,60.05081416333434,58.7459822184918,58.83937614367851,58.823205705712304,60.263841151983804,64.23874136698537,64.80647393076988,64.20595002325135,63.77270978921694,67.27056848015958,65.69939580106117,66.64679767876899,60.45455743532668,62.43894756123609,65.25314843859813,68.035037682218,69.498689030977,102.28075522225562,98.86361461183994,111.21180156974025,117.72128834997613,119.74739876425691,131.20601624363198,132.39256688628305,141.00666703160633,144.70821049763885,146.03666233198686,133.90480338310584,130.64339204513053,130.59370532873348,132.17580376429922,132.469803531025,130.86394671699787,129.35220172759156,131.8714446411075,133.36473614277662,127.31590492862361,129.95984993373406,129.93390770275542,133.4446026265905,123.70205702075692,118.10554409125915,122.0008163658225,121.77513508559862,121.77292798018931,121.76592765512484,122.32199400971326,113.8067527192867,114.03081520368694,116.5863358146456,113.3475491538673,112.20285331610148,108.48560395293653,-0.030480762559417007,-0.01167236857587517
Kuwait,547.2214809461833,521.0939626253855,483.51482072233966,464.720818784141,436.8159025350805,326.6129348177531,304.4408248523829,316.67212762073643,297.0283413150256,268.3535777091643,224.84652214799485,251.35461109635864,240.7757004442685,248.21478841977176,285.0818629110778,202.6915785808177,247.1549368268552,231.5341640200183,243.60588489905666,248.70593698645786,229.1145027932017,251.94889430778903,223.60433542426327,242.8328075783667,251.71997972462282,195.49495405737946,122.86120605387454,179.8397380732629,215.663810863971,252.9284205770263,322.31635140495496,310.05554296903443,312.2390927250525,372.79216852771395,375.65430493202746,401.79014934865114,394.07712975735825,406.9621883730236,474.53279734502496,517.1330259145099,549.404233733377,500.3016115724603,458.88528913130693,468.85883245213455,450.9058948881388,495.45514594535103,470.98841691358103,456.0346583250356,460.22232519956344,429.4617171029008,440.0250559299214,418.9902462785527,404.5707962067513,401.90760771901734,358.9521400640031,343.380771457845,380.63602674841235,378.6068155632466,373.2711867993308,380.5444085396081,377.4863739002142,-0.0053182371108760895,-0.01521281778368333
Oman,0.5990233000020505,0.732627036559542,3.1754163419302874,3.7323114895403613,5.180339555679537,5.084294078589968,81.77351061049626,90.83445024429305,76.75377852963199,68.08727851049815,59.647011545019424,65.6475144224868,60.23964064659295,66.54702744850628,72.72411064611701,61.33361564767171,61.3823544433095,62.71822743223004,68.4086777450593,80.31992857348948,89.42004556839787,90.39366245961035,88.71021175272952,86.10460175453616,85.40868903275688,95.14509845494837,118.29284845093609,112.04495681128942,103.61124562553329,94.29475811933122,108.42753725341885,109.3507840861756,110.90741885832841,112.14812581385866,125.7165320755157,175.03577357386274,191.96973239492226,202.0332705210614,207.3203066633916,211.7517629952273,228.49088600624296,244.2000386424424,240.99400651880057,275.50414796505015,267.4154091879436,309.5249030406742,304.05687024719276,287.67726418663165,298.2394383705742,284.1964866401215,290.25948156793544,278.315973868188,278.689564766678,295.90527769802713,293.11209717547564,287.5968115207321,316.55883058260736,321.3581196577732,308.60760920450394,308.37269436851324,314.86806194082413,0.02386080198142726,0.008171043550003976
Qatar,79.29289003355969,70.84596631205673,89.97247053045187,252.67230160546708,353.5753846153846,356.6177395788569,314.68404062552344,312.09212591975756,400.8604556323799,318.917502057938,437.12550301159587,259.3445889061095,335.30661606409666,299.669398861907,700.9619901805388,696.3449301634944,626.168993313223,685.6291653228318,675.3703710755666,728.6372373625844,650.3690549869101,678.4533759321935,633.4190363136611,643.7299638367994,657.550823978011,644.7775015991945,718.7512302898597,1106.026896477701,1146.8338813385085,1129.2265760437206,1092.9523420316748,783.6649738531393,823.2628601941111,840.5981973512498,886.910069064753,752.6331782631032,688.366243310902,819.5077089545895,790.9837997886015,919.7238235006103,975.543188658031,907.9821129545585,833.609629651394,727.9966051379611,654.5218030518877,706.4149183056669,781.5474979128396,846.5156111348144,856.6934844460023,839.2272250304794,883.0208460767469,812.2472159782661,750.18368514457,747.4958412983764,750.1124335004414,661.37375081492,698.4147730557471,707.6829863547872,737.5741564385257,746.4234893179247,717.3221989927629,-0.036354729473141445,-0.020567904612922128
Saudi Arabia,289.0298961578082,282.23343170321795,275.66895473961137,269.24848730211096,263.02487098762293,265.62458881349306,254.50347601433276,260.0821672005515,263.8846799939519,265.9045845621947,200.10571566353687,219.23339989655918,244.8816196326775,257.75434560462645,294.6572263195381,249.9503114109303,281.04321035310517,291.1091867496868,296.80860255615676,334.54206195138556,322.2660560335455,327.37171230643594,327.951080908687,325.36453279039426,304.4473736511797,314.07862894072565,313.6733614418604,302.4232641750208,295.5387968508461,327.40992049639095,306.1137864189363,304.15642788497,298.080915042514,302.1860973953758,296.76365115120836,297.0484084525872,300.4681317880024,297.75023719134896,300.69503962677385,311.58991261287326,317.1214029808383,318.77375749278946,312.88035713297427,329.0324029615404,327.79779804999146,350.7537976911068,352.65222130405016,361.05377832372847,350.8113972592871,363.9510657393371,367.0924164310131,372.65553706100644,372.1000064882167,367.6937779737031,350.6926115866031,335.33200077246534,342.5209254599396,349.94227136684367,343.48442939552075,347.6423640987019,347.8804123730099,0.0034263525321380772,-0.0053610633450361656
United Arab Emirates,18.40971930776611,18.87242031949861,108.31564514942677,125.37091815174418,104.68217700260308,120.68336406015094,157.29153172729363,146.33374370802102,167.40498352421415,164.1098702477683,158.2245567885406,176.47483381125116,251.5786198147306,255.7884239454128,266.68280062718605,383.34458796888845,412.18354328525123,419.65889897716846,380.35544744010593,448.06295501670746,526.7979695350425,599.5667272961457,624.4759516313862,646.2033561899598,684.1879554152584,654.2074748975356,755.0060539432859,692.3363441195802,686.0615604020354,718.5102255487959,716.9519276187002,692.524427502075,666.3009821076805,632.4143010411054,593.4240557818426,552.1032950192009,523.5908557913198,538.3343366061586,541.9635947512402,548.7138259129048,543.7657550509241,532.761304017089,523.7851764029447,536.002228239995,496.7945606315019,504.56459343969175,510.4883057864379,515.7458108902648,520.2034422364992,495.91360641465855,507.3703812605816,505.86163997191073,471.9717254569176,435.51604983469633,465.71407093620894,447.7657215177615,444.81880338947406,455.0170953682356,467.58992967273105,460.56601770356275,463.1939416099974,0.008461215665513055,-0.009068176338210665
Other Middle East,14.300322204075375,14.257173633080196,14.102901059242832,14.65000751035295,14.756318705834323,15.878371557723913,16.54837035053664,15.922959043892588,18.113247506920683,19.537985878475315,20.165099936909204,21.530887424527734,22.987915733499786,24.361441444930396,26.818182639777177,26.20260741699615,26.72193067863909,30.309126705209447,31.503393610188404,32.756779713209866,33.3343216294297,32.771649939883865,32.941555995111365,32.9264960880875,32.4218411005249,31.288880808982487,32.076340968919936,32.24741025207056,32.181233523937564,32.61065613349852,33.12045633310097,33.05664629374808,34.27316902979305,36.29205278361553,35.93834228356442,35.26082588899382,35.243563071500525,35.56385903888206,36.141970261834345,36.235443401073205,38.97771701477609,38.59622882313876,37.823185070841376,38.605175077075906,38.045300696681586,37.18080161489215,35.45850440463431,32.56371376624672,30.640242180301716,30.453615937935652,27.87277040681264,26.575862823456394,26.516380387589297,26.38976756963154,25.849472212579176,24.12845653503594,23.048931468231633,22.206732606103994,22.01609672502908,22.26366784225261,21.597337058805934,-0.027271337377388738,-0.02518544087204777
Total Middle East,34.338046330971004,34.55666561761293,35.3542548678747,36.128787848853214,37.0065369311864,38.20589654987314,39.7773632117698,41.39547321258017,44.289333888871354,45.54336721277004,43.731816918498666,47.682004526741956,52.47659083088422,53.50548773676395,60.514132746443686,56.2666921261658,58.601045449258756,61.9420946846231,65.656206629126,71.51767183752177,73.0489238966114,73.91901869515601,75.74468173758831,77.48428869842346,79.09173816698667,79.97387993017605,80.70384126124021,85.578905417289,85.80746577669707,93.49360267898896,94.0389797043415,94.72791667174236,97.36663054978418,97.55632856294925,97.21876995783741,99.92947416093027,102.42444121317318,105.9681141882707,107.36201031565902,113.26022046212628,116.76538985810515,119.43152159535492,121.54240589188943,127.61257319212106,126.38471496872646,132.78095172030598,135.05551651333673,136.53872821560824,137.3330550627637,139.0304836436426,140.26558684545608,142.26561279720767,141.74410637029862,140.33602047049175,139.6106652880627,134.02404497591115,135.0329296189953,138.18135961802693,139.30997448571563,140.1467100546256,139.6188926592692,-0.0010367698333038078,-0.0004620091382695479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,7.0014260904274765,8.331651160926917,7.6732869332200915,7.991999537829014,8.771010228584828,9.304153378043083,9.980422990784556,10.899294118723471,12.619499420051808,13.782052495185846,16.01036438466812,17.84532873996674,18.974514506763455,23.210179497610497,29.5340027294418,34.175205756661384,40.16979409286986,44.77724444036508,47.369341790334374,43.885071993100404,42.69780440723385,43.841847347468615,43.64042137853772,45.55165702898637,43.1377816181593,44.64702127735037,43.15380856834758,43.239831897832424,39.237933664962576,38.93339629872101,39.548792559909415,38.396867479689696,36.233673202757565,36.884832345687705,36.74344863881282,34.92841118754845,35.69747032839863,36.491265725767526,37.6402833954369,38.54017425248755,39.7125409772961,40.559319741968615,42.036874675424166,43.74192374294241,45.46819415761058,43.63897809221759,45.243826161053676,48.47802357481277,50.30237252809646,53.73404948293624,55.51570044215163,54.3235499784021,53.78353790261621,56.61226361535756,57.63035034828636,52.94230812270017,56.8234172489822,58.03657898676332,58.67460375808142,60.093300650436774,60.425712069262765,0.008286469698224774,0.008510897420904717
Egypt,10.376543725273168,10.647685586260518,8.803792254776628,9.08174663205561,6.98089569279669,8.552429175262585,8.545864744328002,9.351724932710631,8.585996195842906,9.487651410901234,10.278563478372801,12.027984954199786,12.685144753609118,13.009910972638847,14.064108025787279,15.7660798263716,17.630969538415034,19.274416228579405,20.461325355275758,21.803422738782174,22.06385271515299,21.980690161598325,22.74224531622923,22.478835075334384,23.037059193651874,22.92331379320631,22.61070260674187,21.86722135071419,21.352115661721918,21.96508678254469,22.806473164346734,23.567594577720666,24.065920023836895,24.5317018823277,25.699105868694087,26.630789345481524,27.248097032593726,27.528271894001108,28.70900840614226,29.75753396065072,29.958341415600717,30.990900981000276,32.35285352922596,33.65966360177119,34.358493373150395,35.06500501550827,36.191632868161975,36.86213374039767,35.784987525087544,34.57859152207346,34.28554536293617,35.54830812249452,36.2797800775488,35.57387290076481,34.03005279029717,31.227896818075166,33.11122906479953,34.17675229054862,33.16178791358625,33.28494972640921,33.514156889103184,0.009644802628457017,-0.00227300321619639
