Total energy supply per capita*,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,
Gigajoule per capita,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2025,2015-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,78.24676816249155,80.83986957576008,80.88393921072706,86.7412019220905,91.54930398535996,102.45314386359412,105.68550174036854,108.80957632387367,115.76694598508433,113.01084304667158,111.40232449222691,119.28541022648366,115.52026261256393,121.59061541958529,127.44990425596355,125.86256904884262,119.4769118889692,114.49617741855309,114.55331907125242,116.61960806311811,121.56225624866184,121.63337146255776,125.7706227612838,123.3354939157981,123.83836032069007,127.49513423928134,133.50309381549434,126.86481929567218,127.65088539887074,126.67823286226934,133.4965054004463,139.4916102939253,139.8436893317743,142.64187676970695,140.86472192875166,140.58429361937104,146.63973271919508,146.55818754290001,152.291502627114,154.68209984881423,157.19421478262555,155.09561460827916,150.96663742022162,151.73877630536757,143.3010253882053,150.15283120732406,142.0626085267693,141.9195777161687,140.5273876743551,133.15119468009817,134.4963980892464,136.4636356204546,139.16269790758358,135.72508039403644,140.03075482066163,127.42574284940572,131.4237225765063,122.19216658654888,120.80818804803587,122.31272544641202,120.37785170837212,-0.013122685303055603,-0.0110289164578381
Belgium,157.9462254195542,151.26278920568126,158.00112620478342,175.2750840593416,191.58914372313066,201.52987081679404,197.03652898272196,208.83018018995853,211.14905076378355,203.49278390719857,191.64430810593814,203.36816292649826,203.47144845521584,212.00695483847116,217.58919825827346,207.92635545399034,197.34097361695797,188.8059871163014,183.46496152439036,191.81405213900894,200.56877371712142,207.04604534192686,213.07149813886136,217.00643506966378,218.05811851124133,225.39161973761438,232.13216852514614,230.50914744187725,225.96509462516667,236.70920475962913,239.26630088077818,253.36295117833555,255.35248666185748,260.0461827079577,258.1770602549115,261.982301596255,259.1624880879002,257.5041043645425,266.4236432852405,266.5152118036455,262.833935942011,261.9032485721846,262.0415840132734,264.11479978630774,242.35370529068987,255.8535607986495,236.3142460760454,224.11846646030034,228.15194713081223,209.2660334677171,208.62746258228893,226.92265157656277,227.59285529076578,223.19532577446924,230.3431226046092,203.13379546414652,228.52201445771823,211.98003551297296,193.57170479082728,192.34099569086558,187.27028379813376,-0.023695638081114634,-0.010741616802339427
Bulgaria,50.91695398038822,54.32696088747184,62.97354509450225,70.69728997956905,77.8738827277258,86.97969513912903,90.11715528163003,92.40026634305806,95.1858445413227,97.90672953038941,107.7153357001186,113.50785844313924,118.71825297450594,123.38080474212977,127.66879118056784,134.0579367197724,131.92950325958017,135.40440180509086,135.9030529970788,134.92017012338232,134.6284410625815,137.1203337985246,137.8554108780788,141.17551082721045,140.52533130661612,132.22801911263136,107.92845061004022,103.2980257978703,111.74262581871325,108.62126895262996,117.04806335495894,117.1172698392388,111.82162880515261,108.16296407366218,95.92256010182199,97.07348187588184,102.38977560517729,100.01364479108798,103.29667591234065,100.5585794784383,109.16427234717762,112.48840245956568,110.09554193138806,109.97773942096197,96.5713073198392,100.1404095996968,109.31955121246122,103.66512134314985,95.26305477304624,102.69787777014061,108.90514327727195,105.62230282377702,109.89351107638166,109.48273719758016,108.5254994603882,100.8334567670439,113.88056929086422,119.11161155410977,101.96784284013904,100.9686475574325,103.69533003092086,0.029818952129482046,-0.004890022460887988
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.51767183752177,0,0,0,0,0,0,69.35755738018882,54.44587531329881,54.20918466721284,57.160941197061646,57.1519211161499,59.79556548227066,62.220490022723595,65.45557101716417,70.40694631113438,72.0470439489295,69.83580930719646,73.32277715286925,75.5772775788463,80.20477602778564,80.33997323181795,80.24074973880695,79.82920951017194,83.24503288197396,81.20653027327121,77.759704513911,76.84154149752304,71.68037978958341,66.41508935473618,68.1106770561881,67.64233008189788,67.73045969918782,70.80746326563678,73.91176061331099,74.30343495696349,76.12085958741676,72.61859226617244,76.78495774802929,74.70418718894273,80.67276514863492,80.08790633774599,84.71566548982894,0.06068153218113559,0.02262868434639964
Cyprus,27.275247031094196,30.829941128346615,33.1093903704563,36.42895536064312,42.6134213157119,44.50932587428141,52.55661187982571,58.471498891178136,62.27167584921697,55.43442331293893,46.57044066932968,47.1623939628296,52.869346424823874,53.789891528126525,54.15726390268452,54.171415772183465,51.50632755206911,61.06221706626159,63.2761101488211,63.12083121331676,66.78094210538552,68.518508849367,82.42210828249105,83.84125606537951,84.79755730493169,85.37420435085937,93.52810084311292,102.98890959350398,101.08094703123602,104.59434546395205,102.92730339227653,105.64776039714188,104.80594785019072,105.88745697328079,111.2525906485373,114.2614180523518,113.63452325264203,110.63909357678513,117.50419972188597,109.21983129575705,118.57392078953741,117.51889803650438,117.5947004028716,117.63559439598599,113.43998029049128,108.47733274061197,105.6148995654073,96.50032037619332,84.57541232503344,83.39851780033939,84.39495202295942,90.46222139077288,90.484532879609,89.66127987230318,88.9011899175893,75.7368692498428,78.37938060553063,82.36049215408326,81.6261826044074,83.56024654611714,85.36941838389522,0.02445015111510762,0.0011486940896563436
Czech Republic,172.23696417209788,173.10624788894359,170.14351582572857,177.51967837916555,185.07563932116227,192.29054227766002,202.0623245214007,202.4472152149894,202.799733601448,203.23226089479897,210.22291779278447,215.04500503223144,220.55336362882173,222.62644589858593,223.67795112625657,215.8657217629323,214.18806468294466,211.7340798259405,212.0168788825619,219.4140990879656,219.630754301841,222.22048462138505,227.28173636519898,228.56079289907947,221.88348397877567,193.57793625685736,175.6915071047229,173.76586039011917,170.00406053113986,165.41225340917126,169.27476013697031,174.827778330968,168.71578608036796,164.62629369295271,157.65042437782066,166.84660069614768,170.537127465578,171.36838364887353,182.34460085859936,186.67407143721937,182.94072958227923,186.38105354045828,184.46318723053702,180.48652869862664,171.6305465156213,179.01361654858084,172.63097615303428,171.92015292195234,168.67695322023994,165.84557819653483,162.48684024312678,159.60484078389783,169.21357322651053,169.05128077646287,165.10220138882312,153.15819696455821,161.7799117948898,156.22168621641868,141.36335834487565,137.2193160528131,142.80886077162236,0.04358571404995448,-0.01282602805945543
Denmark,125.69747219698264,141.83895509177637,141.51758890705653,146.98514379636885,167.79363857754583,177.45014291893878,166.53377975129064,174.7471395890634,168.05303587032105,152.16348881567268,149.53643332542882,164.2211250030555,167.06026539469227,168.95717819958844,168.19940690165726,163.64079224981995,147.016986197165,140.61173283385705,133.73096990732958,136.0349997554692,153.21912733046676,156.30722052121973,150.42317871774213,148.5425271700796,136.70725716400491,140.70560051563825,161.82596423245468,150.42224754413607,159.50783155526165,169.8535444895776,166.8475498061487,196.9383602169802,176.00495132369952,168.43873661643838,162.32526490007788,153.85966913932685,155.53075558285127,152.27265557047485,163.0182118719652,152.30873240567837,146.30456051382913,162.25483643842247,152.5344259000106,145.9341205380861,135.89625501024778,142.52265026536818,131.13168484153016,120.15918033978046,123.32321345908336,115.78497293510007,110.70860849428959,112.01086386418521,109.84966376332125,108.6510022097463,103.55747306454424,90.28260958921437,98.34254159565396,95.99320690475128,89.91729058012591,92.04296341352578,85.99601207409425,-0.06313731774139919,-0.02494370158971948
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.5745065737699,276.36116527959564,278.4280146014302,271.61768220407964,278.39598530938736,285.3090873697624,265.13313661385104,190.17298984295672,161.57923639704268,167.93330531796812,154.4216943670326,165.98309302997416,165.10175015003398,148.83722600852545,137.7529433589143,140.98461107933664,146.68437320762354,143.60144241848687,159.91550164615848,165.25479489635234,167.14165568536103,167.59471550438457,194.50874290222478,179.86709472067025,155.1808413712223,193.59015532303587,193.83745259667563,195.31096017438168,206.86591596158928,198.8392657652287,183.1737594131976,190.08674863922977,210.77843360246484,208.34508854993064,166.09260240566624,153.41132699053813,160.62311171454027,162.82100805736337,141.79693397435338,140.11191187448406,133.90118283484793,-0.041708634232036856,-0.030847511012414564
Finland,76.58727653138641,87.26074376209698,90.25596047224221,100.75217351630933,115.0715641384621,127.4450690363041,129.3210163317075,136.8734647701183,151.2814789829544,140.51956730160276,143.1682485686622,156.5481537089734,162.28527234332503,172.24071658651656,185.77364833037257,185.30643125231288,182.49288686506173,180.10907419983874,176.5837401324241,184.37711170224395,194.78897852932477,196.4834465577244,205.1444141201531,203.70361011436944,204.32282619494342,220.1832441377827,221.1425403443677,217.2261507018618,219.42264510701028,232.52726315480675,221.69356674521725,228.60057367247612,231.1770688518182,235.3591400120673,232.69325755997693,232.05440422077106,242.35476947100756,246.47526931000914,264.3395942015439,261.29435709443294,233.42916779348164,258.2622394603463,253.14029178106844,236.69631601693064,222.84974495727857,242.17120697121968,225.90353133121482,212.45836978503365,215.7380935615079,208.31724247752825,202.30822219484486,205.6540125130192,199.38106033374905,203.52784170103996,201.43657698405698,186.15333235611533,192.11379393217513,188.2599046463968,193.6300286463733,191.00207037629303,189.98879681010095,-0.0025798480282793745,-0.00626303299748876
France,92.67780237631187,93.29893638757436,99.73139033512443,103.81280011467227,113.57063458547363,121.96944820123203,126.42856552481729,133.92814680376026,144.99583521646312,140.14179332902384,131.02729077447577,140.17433411183384,138.83050277714278,144.87274424274753,148.94629099299965,147.01795419574034,144.11643913037264,138.0537165489724,141.1130759443491,146.5810245746103,151.69277532841363,154.88022891644283,156.78437331107503,157.41811863111505,162.60269049184473,164.53232531174962,175.0598512480665,174.379984249334,174.2376831797224,170.0444336320597,175.2878146135578,182.48256530403097,179.2773986761636,183.1290844650827,183.49488292107503,185.64672449529982,185.52908971847634,185.1179164159683,186.62223002941673,187.43703263657565,185.96178317738094,183.06698540167966,178.85246123910488,178.0616311570328,167.43604990252462,171.8633229983873,167.30913899133736,164.53985896010036,164.46817629635854,157.8933217402315,159.45912932553614,154.93842225702545,154.76699845931915,155.03014037286573,151.17832655862262,133.047149548867,142.35837222004326,124.69630834740603,129.0446484805968,135.27273532036813,135.40553728850085,0.0037241506331828766,-0.01621838166750378
Germany,139.20945261621296,138.28111397399834,137.37009513904087,146.0872786145098,156.75370107643096,164.69645388509392,166.2594474966088,171.31342393939946,180.5181233853647,177.096568075607,170.877235653922,183.54043467279192,183.2809369962688,190.0798136509981,200.69954521138985,193.63153826292586,187.25985832939713,180.83749403094058,183.93420142578623,191.57392954946934,198.01154210246807,196.03275173317783,197.30936305618292,197.31996174922912,193.89602578279192,189.13893671635614,183.24746288259357,178.04037900150507,175.94556536344234,173.5295283479325,173.769440648688,179.2421031152448,176.64667351673035,175.77492745714915,173.85620597757077,173.97677069982163,177.1856857628478,174.24951942229941,174.42717887720494,173.8170278915968,171.81877578757957,176.74770909557938,169.03241954205913,171.41361993954678,161.0401938058276,167.8911935994312,160.09834029676148,161.2956839481577,165.41913572337836,157.34476045521822,157.34842150276563,158.6882790184503,160.7780131382285,155.41828751603538,149.8851532686375,138.04242367408054,143.77278068507857,134.56325386183096,119.8993548522187,119.02171567562505,119.45964865455967,0.006429244304146486,-0.027172398141262044
Greece,32.77446295856661,34.93617569806592,38.32823764239489,39.832927865681675,41.44483079595093,45.764157198355335,54.670751623015626,61.13417519287796,70.67034632424046,68.6789093520365,77.59226440467891,84.65177999759612,86.65609235316319,86.39077990271743,74.09280921989955,72.51312219697611,70.0669059979279,70.34040012320241,71.08817369895736,73.429022600153,77.26545762459578,76.73659999115849,84.05876501080365,88.77720559465132,96.30596350239024,99.61884019699984,98.79499304797955,100.77413134409572,101.81717025482307,102.92530626746417,105.61750344358812,107.02929340780769,110.17288121913047,116.73573612214766,115.53979670776921,121.84335821401726,123.00303716496573,122.22101320998783,127.7001982993273,127.36566594581248,127.15671929578615,129.81625870343998,134.0366307993204,130.48519008851738,123.86057243770523,116.52151774266011,115.79471814488957,108.1746405211609,99.74357001447879,95.00079192795813,95.46484629476612,94.36666542149676,100.3530497347536,99.96755420550501,97.81318983565625,83.85802472184874,91.01329047701252,96.46072042705222,93.41064215102872,101.6487364143421,103.3142249535137,0.01916935988593549,0.007933000196594486
Hungary,65.61239543683493,66.28662479877889,63.03977795217115,65.16192150670639,69.52967231037925,74.67495971699084,76.88276182962265,79.14032642575349,85.43763955762796,87.67726505854793,92.22821190735486,97.9966833973723,102.57579538629821,109.33797715387385,107.97926349416163,108.25534815732347,107.2827795641468,107.99969182017163,106.63219530945403,109.99287893984732,114.11277796574838,114.03522666319836,119.74939026647205,117.55181314750442,114.98010469808791,112.16118834103246,107.38493465364242,100.10726317902004,99.35890222888506,98.6795872733777,101.56994774723827,103.50838545736568,101.31794646357196,102.52829713751869,102.92345770303402,99.93362605499186,102.77299807640979,102.77541967362,103.75200539186679,104.24320020739168,111.32295692876748,109.46723356384844,107.97032534113598,107.2744171813737,100.26940160409534,102.53515055868246,99.07513062710142,92.73931275607544,88.28106932027475,88.67851745966418,93.6601243743112,95.62387143475458,100.95531967430747,101.74665042641006,102.73286030830621,100.74177420181654,105.47936977132377,98.9620139440226,93.39161851556227,93.79192419417998,94.79083055521909,0.013419143252292098,0.0012007351852707515
Iceland,118.46678429598661,123.88663027873778,119.14816751935523,124.88429398920117,117.75836221401632,130.73113465507282,140.92998326550602,151.1584225847621,175.7400552403463,162.71576438452885,154.41995064854046,155.90000908306453,162.23671754555198,169.01794500205742,174.47764400503186,168.94347429693514,179.83371239371422,178.49290256366385,180.67615502776778,188.3670180917823,185.9384006760506,196.17654697677463,203.1508797904446,209.85121853551476,217.51297088008337,225.0344553099479,214.62365758769943,215.62817553670263,222.30231416395586,221.93897678666738,233.28116687226648,245.9036995761452,259.7518576685941,303.2669029042979,373.6467799371414,401.1483006968146,409.406343789905,413.9235585742768,406.5258318296369,422.23654451648827,432.1313388157568,551.6040695787668,663.3183163512294,759.8967938043318,806.1845804928879,756.3051766304792,777.9268490209532,828.0542611411884,836.226292111089,828.7521852500062,815.1226974328605,820.5516195843542,830.6329689437957,903.6788022864982,860.9442247252197,797.8244266819775,792.832141815352,811.7332238033514,806.2994364346359,792.9714306794434,744.9094440510742,-0.05803631386444286,-0.008967152265434541
Ireland,82.47053533174181,92.39610098975832,99.8674325915014,116.18624405277963,116.31099052215215,90.24099886405233,93.6024359197092,96.94019366162982,100.51230177076248,100.39987203788291,92.96386486287616,93.35248367458576,97.75721560726302,100.29070675898564,108.95589965166783,104.12989716681697,100.52822902634114,99.1449626762606,97.11460232250155,95.74960366375669,99.804580788215,107.43967687098358,109.18456940086392,108.7547941956758,112.8957326399075,118.94895020633194,121.2664647365486,119.74965499605604,122.78440670649648,127.57256192819308,129.9339261304455,135.2616873820368,141.39022872107716,149.22282273313974,155.79254468462747,163.33201305791147,168.1161716531635,163.01667420557757,158.3235288986445,158.51577094306828,163.9469384222306,161.45094744861822,156.90021172582894,154.27419066100597,136.30727472557749,139.0843257921056,126.82098212966979,124.49975885934421,121.5410135625277,119.45191746445052,123.60051083086692,128.87614628199648,126.38101628746657,126.46507864384296,123.60538063644299,112.54571892293467,116.19822374182756,117.48089140293737,109.94550247095451,109.48689841476258,107.3024384808748,-0.0172667294237977,-0.014040825367633514
Italy,60.428450044098405,65.33313868014126,70.72822199846517,76.22513871545891,82.05687410528516,90.55595553770613,95.13197710618425,98.96011064822936,103.17499830125318,102.41929623386278,99.14897934210997,104.56322869091747,102.90897806604659,105.8655122669362,108.86413972405299,105.59052288899983,103.13695569953667,101.15573175770244,98.8483513448049,100.32152260815872,99.83891375148313,102.66523774976409,105.99941682729845,108.52528925785911,112.52101587424875,112.89352196279746,115.565439479443,115.4511427117465,113.87959434663622,111.96338326407047,117.98144980033344,118.2324135219671,120.0719524521965,123.45885279208748,125.04621425561793,126.62910677249522,126.19197869033506,127.16574962996985,131.3867920043082,133.20015248212033,132.96605224005845,132.2511762335216,129.46746093806294,125.72387959285918,114.67206375328996,118.60197701908125,115.12170198639188,110.01415578934902,103.30907108383317,99.5199762736368,102.21860987299668,102.20425184712742,103.48571240059104,103.18564878417621,102.45211603881341,92.34565694695331,99.93119693576693,99.34976423595008,93.34451208646801,93.93710441356865,93.56730121493341,-0.0012077701233357274,-0.008804290970620299
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.2177678390319,128.63634582138687,113.62769033507894,107.48004398503487,105.34468132930343,115.92882668714195,100.23729693914635,76.03845866554184,67.63156910287974,66.22162366482793,58.287017890929405,57.29250958434583,54.29753244550621,56.38514282114344,51.17213396365628,50.2768425094194,55.01678907912833,58.04032899659679,58.80698483232247,64.01222073032159,66.20552606880071,68.00439330736191,70.46469399906337,69.95870858823562,67.21288077373211,75.12222927108158,68.88359207745403,70.07776451269844,70.23169812189887,67.38435283330476,70.21727088276963,74.24699533497078,77.16189395037583,74.04255890951426,77.87505636994973,69.2498371515152,73.16938905386442,64.19396133506329,64.6091172617722,63.12532438943808,63.403641463613035,0.007160766068082358,-0.010155383162793408
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.66989945482777,168.17222065529242,174.40351436394792,181.3770561514927,195.80330434860227,193.43404228580192,203.4435812799148,130.04452445387338,102.72227227719789,88.3549458918076,100.16608707360461,110.35970384701483,102.93594119534292,111.25093012845201,91.21920971558521,81.71852694737244,95.48538961973816,105.09490744907885,111.14457700741413,113.62313241961508,104.47528459311675,100.78049064209722,112.78536087407119,112.72540506740704,105.57901340604558,75.32765561885398,79.63010526590045,80.61259888659575,74.64553903329731,72.71048107215631,76.75365352826626,78.8953233010807,83.58268801101406,87.53797323784035,86.73787405224768,86.24324083357897,86.19463601854144,78.24432468150258,78.93070805118596,82.70193969769996,79.90738655658006,-0.031143511310668393,0.00403484894399786
Luxembourg,454.60996596926924,431.3061472272177,421.45851966213445,453.9262092478791,487.08322400026015,504.0639975009725,481.63218835171773,490.60346401904803,515.6327118192673,519.8539168985789,429.0259664103144,427.5327055795342,395.5900977596783,408.5005793268348,417.66223760807696,383.9485741566279,327.31512033791137,306.2708144404246,285.8816272550673,307.6882098712827,315.64930777029366,306.7658885725383,287.69704792470134,292.67643817645296,333.66137593413697,349.0806046771493,370.0548702999707,366.49835305971357,366.483562718053,347.3070957637849,297.70993962329305,302.5929482237148,292.03937227896233,277.8666082721768,290.20465497725166,304.67240957902743,322.6147887144518,349.51929512140725,362.480136693449,404.4292509516285,404.1375889925276,390.2981420761721,372.8892119356904,363.4264308375663,341.36832042432354,353.1506237201978,337.0228342850473,322.50527499258686,299.4796709472949,283.27950225371484,268.6270546399965,258.534921875608,263.22454738105296,270.1253755822055,269.3185420856364,225.49058361131665,237.15807524917597,207.98744572076933,196.38577044831945,191.85067593574624,180.34498501931515,-0.05739669674529091,-0.0390618579170009
Netherlands,121.14797118149765,128.05855914112385,133.85963845970687,148.17184695156465,163.33181168379622,182.00376319039358,189.65719671188265,218.05991136147446,230.0938119327432,216.7988387555959,216.67269948571908,234.4954096689952,228.9200026975252,232.13277696300574,238.1265160184377,221.86616033816009,208.89934683380076,192.16315002260617,192.2217088223675,198.65395853938873,203.91290769736543,212.74273682834206,215.63413113677294,214.87163479213459,214.4806999024498,222.68496336892144,229.70541966812354,227.03985853817946,228.05066993510187,227.55251159524013,231.93216230312106,243.54454824203196,237.5054198892018,237.18863731065952,233.10805268963935,234.40792993651272,240.56262804299686,241.04724743338204,244.35182577585357,249.52521201688657,249.55967463199696,247.50723094334572,248.6844079844306,244.76182369329265,238.06920127909098,249.76701327313214,236.3428527332737,231.29842607988473,223.2777265480237,212.625146907026,213.11833753108692,215.22129057690037,214.50121158462628,207.39235154552364,204.23259126020073,194.06707124108823,196.5456429780391,178.70156935065978,171.1269370381179,172.87242413736206,172.47674316947362,0.00044459406916530497,-0.02093624710912545
North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.06336874832905,48.65599497124879,50.61626056437809,52.48439683043899,48.92648381395934,48.78621744437751,56.555408921096834,50.207645339775596,56.19270185926741,52.35546195141495,49.973916525739774,48.454431419590556,46.69699779023934,50.78929928165998,49.66906569351325,51.34151912197683,51.933464371191704,53.65863953713258,52.63235020486723,50.424809220007006,51.91100257641829,55.16770755970851,52.44947716271237,48.94390690415739,46.409585993966964,47.39634104801077,49.89228492634133,50.743094364851984,51.141892124940284,54.90240952311245,48.83101387974781,51.32826804220686,55.22286385236114,57.213514021696916,52.7965335369231,56.80229025878614,0.0788191791415731,0.01826801689836155
Norway,114.72083390936547,119.91295407041379,125.93219585794282,139.0024924131729,143.43848412706663,153.06486219088563,155.51537806229507,163.0418327354721,169.0155984399306,164.09067753131527,166.25222838942088,178.35547807223654,169.54958413083295,189.73506073362879,198.5662627005525,189.685361578851,191.8658031823034,187.63008592142972,198.76324217408663,202.58024666447022,203.80852590274193,204.3715334267369,210.01003214491246,211.28986942359623,220.13984778687515,222.56184538695263,207.01531940333527,213.3377448325495,217.76005219121325,216.82868659077874,225.94638273599207,221.24606908509406,228.4767071180455,234.5178196193893,235.78928034184096,246.75472100134056,232.55408644268235,236.53800976728428,223.8092924296592,224.4394959456267,241.4403068429965,228.19001107645204,239.0341859502452,235.55102399974962,218.7667311710802,216.41156834301069,216.67502930161285,228.87120046540684,215.16265524247007,216.3641429786976,214.67326656216972,216.4692690260343,222.41919641548168,215.32141183679042,205.95565016556867,209.97717570676764,211.48379692368053,201.31299753494218,202.8388207693995,197.047659281864,200.26552614937444,0.01911486569096721,-0.006923229759206562
Poland,89.08955958423728,90.02411564260336,91.88933711567228,98.1287623702515,104.07777177659914,108.90344114012518,111.61609178293766,116.79109415236844,117.95548136893868,120.60461546982657,36.5573474578102,134.59589536749974,138.94774629908758,144.6320476954263,145.50563188391607,150.87408749983254,134.79570841149766,136.1167987946651,135.44528908353215,139.59811339582495,141.55356569621966,144.6310015463153,148.46581479395715,145.01538565333715,139.1448165854757,112.04060434962611,109.78075291917698,107.01819207093305,106.8413953735503,102.34019250198995,104.9681519427996,109.21295316063694,108.40907039615661,101.75464933513128,99.5326645881962,95.55209761336134,94.6413214854286,93.33977811056297,96.72577115042152,97.34990674568166,99.84216819755817,104.56375446446484,104.0577659789244,105.96797622591461,102.13534571442547,108.49423428691766,108.51233201822473,104.89746728794493,104.94887953477182,100.74831776924324,101.5901784364085,105.75637176711493,110.85088799967268,112.61197204748001,108.9574554904758,104.2678116870086,112.37505076016724,106.77713821833676,99.49771209440576,98.91946144498664,102.86970600485137,0.04278308139789622,0.0012524171873218304
Portugal,17.015373068963182,17.933746842125107,19.362269917837722,20.108194296570318,21.36723384200263,27.196212522289674,30.071892017138286,31.910455730193572,35.1800041689037,36.215387938333066,36.5573474578102,36.85931531078103,37.83081792711734,39.118920249624374,41.21186033640939,41.69249186613496,42.6652016303316,44.88531877741767,45.68136185398726,46.452348505534616,46.76945167819505,51.40390058995652,52.24637850119199,56.49766414204063,66.2212587895451,66.54283670211096,69.58415239143136,74.25403011038142,73.3802749791464,75.2940657990645,82.03332937515206,79.96452843864722,82.19737936680592,90.06057411120628,95.4935947800285,95.18865370104321,94.43692715398583,97.38217323524908,94.62176412250467,95.82629430319244,98.16081276268739,92.58482629410258,93.15149499774616,89.8991189464654,88.67701223930833,88.40158844886211,86.61678658598393,81.05785485739719,84.46308726522176,84.55625726983594,88.47650283741568,91.156083191653,94.4984796229676,91.51578935178168,88.80188707152718,77.69544119758591,77.24064584640574,78.07215261813232,75.38999958708668,74.06040907553835,75.3925894659582,0.02077676115025473,-0.0158754379439201
Romania,53.24170367867478,56.60764535898764,62.31221034990188,65.0647687709146,73.35892962162295,76.7405306549666,79.78757900689493,82.12177673347612,88.45884994189196,87.78680016099992,94.65312461826578,101.5606240123645,106.44838145336874,113.58739440939155,114.87270803534156,114.90157075421813,114.54244058972589,113.28425079900313,112.61368043404204,111.00564253153647,109.88715268457415,112.55430748652807,116.35889842563333,117.11320364828556,117.29275471421455,111.35197494684846,92.38361726230316,82.50474068447666,80.03036337273731,76.56115092337518,81.06237891477443,84.33677116570867,79.37170570416602,72.01949620768079,63.95698130296073,64.66400488844775,67.42055569493758,69.01674710490789,71.95740456521433,72.3061421108459,72.02914104231982,74.5277437185279,73.26706152486575,73.42197948115155,64.47671800363405,64.28166647856239,68.24179543218239,66.48171409126779,61.070264904062206,61.68839116001657,62.11308318462087,62.243939030178325,64.71414534861306,65.27071191207996,64.6424140656579,62.46002750721522,66.31584359007311,61.84762013315639,60.44514698085838,61.04369685178424,60.319779225993734,-0.009151771361990524,-0.002925370979520392
Slovakia,84.5235341716146,87.02319405807845,87.31323840061687,96.24352471208144,100.56287271204359,109.67731309456809,117.64573028174173,122.67231320334085,126.88772948218376,130.9953657080888,136.12801809432295,139.88873807965697,145.07214202987618,151.0767557521157,154.85830800252367,155.8922682584085,153.96836975232168,151.6205190120232,150.9233641900276,162.19511404119734,165.86510955171914,164.4117250693249,166.93145762798292,167.24089142251051,168.81141359198904,168.86973348321428,149.82457072550145,141.36311748176263,135.2827909953173,133.11469713137987,136.60630593892378,136.52303266213804,135.42447548928246,132.5084488062769,134.11086988547365,137.5824289340101,147.3641558769406,149.69261304804053,147.39960036352844,143.89530137256537,147.55888945505473,146.1348566209464,136.69312634332073,141.22063441130618,126.58964701105035,134.45742931080792,130.84751752772368,125.24014136911282,127.47788038587211,119.23263351957013,120.9314950842005,121.84344260971248,128.1643276887647,126.61746106557815,121.61244442488226,118.98904680656017,129.05630133326932,119.12091199132514,121.02025776293931,116.48522068505554,118.29400522930732,0.018310286032168,-0.00220268387852407
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7729492348216,114.84426255084836,106.97033547961054,111.60220565205017,118.28988161519959,126.10187181927698,132.60138259359317,137.41035803942927,135.30949195214262,132.75620092089554,130.81324181696652,137.46052747329867,138.6341912208958,137.11128249102654,142.4171804060241,145.13163665780849,145.30609355944608,145.12944206443498,157.19882965133448,141.35993996237355,141.84599361709525,140.56771346145896,134.55647959835886,130.54379077097948,130.65301505846705,122.80718391729145,130.00236804528316,133.98867878767427,134.37824149783393,130.25467069167706,123.22635083283528,121.42095761078025,114.7338234978375,114.06546978909596,120.51113041178729,117.13757028443405,-0.025330733076920242,-0.004715492638562524
Spain,33.50804527018871,36.42138794064562,40.27725459420475,41.81805168463227,46.26459379340356,50.52810719153905,54.84877443258014,58.47740778661787,65.33934445039274,67.0823373075337,69.11772654167338,74.41374129175755,72.87565737611355,72.40800135881189,76.69909612799705,79.61257383040721,81.21583573174111,79.84779838117925,81.31145941742638,81.70142632462951,80.797855000869,83.36290391982844,86.23234715760933,88.76368421101273,96.04309478845379,94.81078524665551,97.68344344939577,103.42791967744343,98.44123312613604,102.03715759984931,106.43313562391043,107.23983445785068,112.07570597333715,116.94503091244233,123.71934102975057,129.00611638874275,131.5885355249205,135.07424695756632,136.23191716074194,139.18283918209286,140.31191654470035,137.70457407782416,137.96199002434986,131.34371067427386,119.18877121950976,119.09643811724821,117.88920195149441,117.02578620139651,109.00655626274802,107.78489401404065,111.28959994041773,111.16866173376988,114.67100365341092,114.19631486794249,111.09162177400681,96.39535416233393,103.17744060012932,108.045359088474,103.51781559977155,106.16941731775086,108.51690553992053,0.024911079664066582,-0.002519803946761212
